node_id,label,type
ORG:Of Study,Of Study,ORG
ORG:Sade Business School,Sade Business School,ORG
ORG:Universidad Pontificia De Comillas Icade,Universidad Pontificia De Comillas Icade,ORG
SUBJECT:Commercial Law,Commercial Law,SUBJECT
SUBJECT:Studies at Universit,Studies at Universit,SUBJECT
SUBJECT:Economics from the Universidad Complutense de Madrid,Economics from the Universidad Complutense de Madrid,SUBJECT
ORG:Abacademy Mit,Abacademy Mit,ORG
ORG:Digital F,Digital F,ORG
EDU:Master in Digital Fabrication,Master in Digital Fabrication,EDU
SUBJECT:Digital Fabrication,Digital Fabrication,SUBJECT
ORG:Elementary Cooling,Elementary Cooling,ORG
ORG:Food And Portugal,Food And Portugal,ORG
ORG:Leverelida Lda,Leverelida Lda,ORG
ORG:Schweppes Iberia,Schweppes Iberia,ORG
ORG:Unilever Europe,Unilever Europe,ORG
ORG:High Speed Trains,High Speed Trains,ORG
ORG:Kotuko Consulting,Kotuko Consulting,ORG
ORG:Mantenimiento Ferroviario,Mantenimiento Ferroviario,ORG
ORG:Metro Vehicles,Metro Vehicles,ORG
ORG:Siemens & Amp,Siemens & Amp,ORG
ORG:Smart Data,Smart Data,ORG
LOC:Mantenimiento Ferroviario,Mantenimiento Ferroviario,LOC
ORG:Matter Physics,Matter Physics,ORG
ORG:Universidad Autonóma De Madrid,Universidad Autonóma De Madrid,ORG
SUBJECT:Condensed Matter Physics,Condensed Matter Physics,SUBJECT
SUBJECT:Theoretical Condensed Matter Physics,Theoretical Condensed Matter Physics,SUBJECT
ORG:Advanced Analytics & Am,Advanced Analytics & Am,ORG
ORG:Algorithmic Trading,Algorithmic Trading,ORG
ORG:Bbva C &,Bbva C &,ORG
ORG:Bva C &,Bva C &,ORG
ORG:Credit & Am,Credit & Am,ORG
ORG:Credit Quantitative Analyst,Credit Quantitative Analyst,ORG
ORG:Ib Global Markets,Ib Global Markets,ORG
ORG:And Global Affairs,And Global Affairs,ORG
ORG:City University Of London,City University Of London,ORG
ORG:Communication And Media Studies,Communication And Media Studies,ORG
SUBJECT:Communication and Media Studies,Communication and Media Studies,SUBJECT
SUBJECT:International Journalism,International Journalism,SUBJECT
ORG:Acultad De Ciencias Económicas Y Empresariales,Acultad De Ciencias Económicas Y Empresariales,ORG
ORG:Cuela Superior Ingeniería,Cuela Superior Ingeniería,ORG
EDU:Master in Marketing,Master in Marketing,EDU
SUBJECT:Data Science and Big Data,Data Science and Big Data,SUBJECT
SUBJECT:Science in Telecommunication Engineering,Science in Telecommunication Engineering,SUBJECT
LOC:Endesa E Distribución,Endesa E Distribución,LOC
LOC:Esa E Di,Esa E Di,LOC
ORG:Hamk University Of Applied Sciences,Hamk University Of Applied Sciences,ORG
SUBJECT:Applied Sciences,Applied Sciences,SUBJECT
ORG:Rent Dream Cars,Rent Dream Cars,ORG
ORG:Yustrico Ebay Store,Yustrico Ebay Store,ORG
ORG:Cima Research Foundation,Cima Research Foundation,ORG
ORG:Data Friendly Space,Data Friendly Space,ORG
ORG:Impact Reach,Impact Reach,ORG
ORG:Information Management,Information Management,ORG
ORG:Italian Red Cross,Italian Red Cross,ORG
ORG:People And Growth,People And Growth,ORG
LOC:Giotto Ai,Giotto Ai,LOC
LOC:Haiti,Haiti,LOC
LOC:Urundi,Urundi,LOC
ORG:College Of Engineering,College Of Engineering,ORG
ORG:Indian Institute Of Management,Indian Institute Of Management,ORG
ORG:Advisory And Structured Finance,Advisory And Structured Finance,ORG
ORG:Sbi Capital Markets Ltd,Sbi Capital Markets Ltd,ORG
LOC:Bangalore,Bangalore,LOC
ORG:Ghent University,Ghent University,ORG
ORG:Tilburg University,Tilburg University,ORG
ORG:Vives University Of Applied Sciences,Vives University Of Applied Sciences,ORG
SUBJECT:Business Economics,Business Economics,SUBJECT
ORG:Belfius Bank,Belfius Bank,ORG
ORG:Junior Investment,Junior Investment,ORG
ORG:Blockchain Innovation Lab,Blockchain Innovation Lab,ORG
ORG:Cruz Y Ortiz,Cruz Y Ortiz,ORG
ORG:Ideo Sf Col,Ideo Sf Col,ORG
ORG:Iot & Am,Iot & Am,ORG
ORG:Rafael Moneo,Rafael Moneo,ORG
ORG:The George Washington University,The George Washington University,ORG
ORG:South Bank University,South Bank University,ORG
SUBJECT:Marketing and Sales Management,Marketing and Sales Management,SUBJECT
ORG:Altran Group Y Publicis,Altran Group Y Publicis,ORG
ORG:Bmz Cid,Bmz Cid,ORG
ORG:E Commerce,E Commerce,ORG
ORG:Economic And,Economic And,ORG
ORG:El Cort,El Cort,ORG
ORG:European Contruction Center,European Contruction Center,ORG
ORG:L Oreal,L Oreal,ORG
ORG:Rdenoak Limited,Rdenoak Limited,ORG
ORG:Urate Group,Urate Group,ORG
LOC:De Seg,De Seg,LOC
LOC:Lancme,Lancme,LOC
LOC:O Mutua De Seg,O Mutua De Seg,LOC
ORG:Caja Madrid Foundation,Caja Madrid Foundation,ORG
ORG:Centro De Estudios Garrigues,Centro De Estudios Garrigues,ORG
ORG:Ecos School,Ecos School,ORG
ORG:Law & Am,Law & Am,ORG
ORG:Matrícula De Honor Xx,Matrícula De Honor Xx,ORG
ORG:Of Education And Science And I,Of Education And Science And I,ORG
ORG:Social Sciences And Humanities,Social Sciences And Humanities,ORG
ORG:Social Sciences School,Social Sciences School,ORG
EDU:Master in Business Law funded by J&amp,Master in Business Law funded by J&amp,EDU
SUBJECT:Business Law funded by J&amp,Business Law funded by J&amp,SUBJECT
SUBJECT:Education and Science and Ideum,Education and Science and Ideum,SUBJECT
SUBJECT:English Law,English Law,SUBJECT
SUBJECT:Law and Business Administration and Management,Law and Business Administration and Management,SUBJECT
SUBJECT:Procedural Law by the UCM of Madrid,Procedural Law by the UCM of Madrid,SUBJECT
ORG:And Environment,And Environment,ORG
ORG:International Trade Office,International Trade Office,ORG
ORG:Transfer Office,Transfer Office,ORG
ORG:And Telecommunications,And Telecommunications,ORG
ORG:Biostatistics And Bioinformatics,Biostatistics And Bioinformatics,ORG
EDU:Master in Biostatistics and Bioinformatics,Master in Biostatistics and Bioinformatics,EDU
SUBJECT:Applied Mathematics,Applied Mathematics,SUBJECT
SUBJECT:Biostatistics and Bioinformatics,Biostatistics and Bioinformatics,SUBJECT
SUBJECT:Informatics and Telecommunications,Informatics and Telecommunications,SUBJECT
ORG:Iberia Express,Iberia Express,ORG
ORG:Instituto De Ingeniería Del Conocimiento,Instituto De Ingeniería Del Conocimiento,ORG
ORG:Kernel Analytics,Kernel Analytics,ORG
ORG:Machine Learning,Machine Learning,ORG
ORG:Machine Learning Group,Machine Learning Group,ORG
ORG:Mit M Vision,Mit M Vision,ORG
LOC:Hospital Clínico San Carlos,Hospital Clínico San Carlos,LOC
LOC:Sigesa,Sigesa,LOC
SUBJECT:Astrophysics,Astrophysics,SUBJECT
SUBJECT:Telecommunications,Telecommunications,SUBJECT
ORG:Bbva Ai Factory,Bbva Ai Factory,ORG
ORG:Big Data & Am,Big Data & Am,ORG
ORG:Global Bi,Global Bi,ORG
ORG:Ml Engineering,Ml Engineering,ORG
ORG:Telefonica R &,Telefonica R &,ORG
EDU:Master in Management IE Business School,Master in Management IE Business School,EDU
SUBJECT:Management IE Business School,Management IE Business School,SUBJECT
ORG:T Dream Cars,T Dream Cars,ORG
LOC:Binfluence,Binfluence,LOC
LOC:O Italian Flair,O Italian Flair,LOC
LOC:Von,Von,LOC
EDU:Bachelor in Communications,Bachelor in Communications,EDU
SUBJECT:Business Administrations,Business Administrations,SUBJECT
SUBJECT:Communications,Communications,SUBJECT
ORG:Korea Telecom,Korea Telecom,ORG
ORG:Marketing Research Lab,Marketing Research Lab,ORG
SUBJECT:English Literature and Psychology,English Literature and Psychology,SUBJECT
SUBJECT:Organizational Psychology,Organizational Psychology,SUBJECT
ORG:General Electric,General Electric,ORG
ORG:Omnicom Media Group,Omnicom Media Group,ORG
LOC:Fifth Avenue Presbyterian Church Of,Fifth Avenue Presbyterian Church Of,LOC
ORG:Hong Kong Polytechnic University,Hong Kong Polytechnic University,ORG
ORG:Strategic Design,Strategic Design,ORG
ORG:University Of The West Of England,University Of The West Of England,ORG
SUBJECT:England,England,SUBJECT
ORG:Business Angel,Business Angel,ORG
ORG:Co Innovation Lab Network,Co Innovation Lab Network,ORG
ORG:Experience Center Strategy,Experience Center Strategy,ORG
ORG:Fast Growth Market Unit,Fast Growth Market Unit,ORG
ORG:Platform Development,Platform Development,ORG
ORG:Startup Accelerator,Startup Accelerator,ORG
LOC:South America,South America,LOC
ORG:Barcelona School Of Creativity,Barcelona School Of Creativity,ORG
ORG:Fcri Blan,Fcri Blan,ORG
EDU:Bachelor in Advertisign and Public Relations,Bachelor in Advertisign and Public Relations,EDU
SUBJECT:Advertisign and Public Relations,Advertisign and Public Relations,SUBJECT
SUBJECT:Art Direction,Art Direction,SUBJECT
SUBJECT:Creativity,Creativity,SUBJECT
ORG:Creative Freelance,Creative Freelance,ORG
ORG:Martians Crea,Martians Crea,ORG
ORG:Universidad Politécnica De Cartagena,Universidad Politécnica De Cartagena,ORG
LOC:Dio,Dio,LOC
LOC:Freelance,Freelance,LOC
SUBJECT:Economic &amp,Economic &amp,SUBJECT
ORG:Caterpillar Financial,Caterpillar Financial,ORG
ORG:Information Technologies,Information Technologies,ORG
ORG:Information Technologies Area,Information Technologies Area,ORG
ORG:World Economy Department,World Economy Department,ORG
LOC:Pamplona,Pamplona,LOC
ORG:Ato Di Tella University,Ato Di Tella University,ORG
ORG:Graduate School Of Design,Graduate School Of Design,ORG
ORG:Pontificia Universidad Católica Argentina,Pontificia Universidad Católica Argentina,ORG
SUBJECT:Urban Economics,Urban Economics,SUBJECT
ORG:Center For Urban Economics Studies,Center For Urban Economics Studies,ORG
ORG:Io De Ideas Sostenibles,Io De Ideas Sostenibles,ORG
ORG:Jefatura De Gabinete De Ministros,Jefatura De Gabinete De Ministros,ORG
ORG:National Initiative For Emergent And Sustainable Cities,National Initiative For Emergent And Sustainable Cities,ORG
ORG:National University Of San Martin,National University Of San Martin,ORG
ORG:Organismo Internacional De Juventud Para Iberoamérica,Organismo Internacional De Juventud Para Iberoamérica,ORG
ORG:Presidencia De La Nación,Presidencia De La Nación,ORG
ORG:Social Development,Social Development,ORG
LOC:Gobierno De La Provincia De Buenos Aires,Gobierno De La Provincia De Buenos Aires,LOC
LOC:Montevideo,Montevideo,LOC
LOC:Uruguay,Uruguay,LOC
ORG:University College Cork,University College Cork,ORG
ORG:Electronic Arts,Electronic Arts,ORG
ORG:Hot Hotels,Hot Hotels,ORG
ORG:Perot Systems,Perot Systems,ORG
ORG:Vision Consulting,Vision Consulting,ORG
LOC:Ech,Ech,LOC
LOC:Marrak,Marrak,LOC
ORG:School Of Management,School Of Management,ORG
EDU:Bachelor in International Business Studies,Bachelor in International Business Studies,EDU
SUBJECT:Strategic Management RSM,Strategic Management RSM,SUBJECT
ORG:Lmu Munich,Lmu Munich,ORG
EDU:Doctor of Laws of the European University Institute,Doctor of Laws of the European University Institute,EDU
SUBJECT:Laws of the European University Institute,Laws of the European University Institute,SUBJECT
SUBJECT:Russian and East-European Studies,Russian and East-European Studies,SUBJECT
ORG:Dittmar & Amp,Dittmar & Amp,ORG
ORG:Finnish Institute Of International Affairs,Finnish Institute Of International Affairs,ORG
ORG:Indrenius Attorneys Ltd,Indrenius Attorneys Ltd,ORG
ORG:Que. Es,Que. Es,ORG
ORG:Vocento Spain,Vocento Spain,ORG
LOC:Ocento,Ocento,LOC
ORG:Technische Universitt München,Technische Universitt München,ORG
SUBJECT:Business Administration Columbia University,Business Administration Columbia University,SUBJECT
ORG:Esteve Healthcare,Esteve Healthcare,ORG
LOC:Spai,Spai,LOC
ORG:Spanish Trade Institute,Spanish Trade Institute,ORG
LOC:Newark Catalana,Newark Catalana,LOC
LOC:Saudi Arabia,Saudi Arabia,LOC
ORG:E. B. Business School,E. B. Business School,ORG
ORG:Finance And Stock Markets,Finance And Stock Markets,ORG
ORG:University Of Neb,University Of Neb,ORG
ORG:University Of San Pablo Ceu,University Of San Pablo Ceu,ORG
EDU:Master in Finance and Stock Markets,Master in Finance and Stock Markets,EDU
SUBJECT:Finance and Stock Markets,Finance and Stock Markets,SUBJECT
SUBJECT:Nebrija,Nebrija,SUBJECT
SUBJECT:San Pablo CEU,San Pablo CEU,SUBJECT
ORG:Codere Group,Codere Group,ORG
ORG:Pwc Auditores,Pwc Auditores,ORG
ORG:Imd Business School,Imd Business School,ORG
ORG:Spencer Stuart & Am,Spencer Stuart & Am,ORG
ORG:Andes Ingenieros,Andes Ingenieros,ORG
ORG:Centro De Cálculo De Sabadell,Centro De Cálculo De Sabadell,ORG
ORG:Gotomarket Strategy,Gotomarket Strategy,ORG
ORG:Growth And Emerging Markets,Growth And Emerging Markets,ORG
ORG:International Sales,International Sales,ORG
ORG:It Industry Ex,It Industry Ex,ORG
ORG:Mc Software,Mc Software,ORG
ORG:Southern Europe,Southern Europe,ORG
ORG:Vp Professional Services,Vp Professional Services,ORG
LOC:Eastern Europe,Eastern Europe,LOC
LOC:South,South,LOC
SUBJECT:Science in Computer Engineering North Carolina State University,Science in Computer Engineering North Carolina State University,SUBJECT
ORG:Business Development Vodafone Spain,Business Development Vodafone Spain,ORG
ORG:Business Unit Wholesale,Business Unit Wholesale,ORG
ORG:Business Unit Wholesale Vodafone Spain,Business Unit Wholesale Vodafone Spain,ORG
ORG:Cern Geneva,Cern Geneva,ORG
ORG:Commercial Strategy,Commercial Strategy,ORG
ORG:Convergence Business Unit Vodafone Spain,Convergence Business Unit Vodafone Spain,ORG
ORG:Global Tranformation & Amp,Global Tranformation & Amp,ORG
ORG:Global Transformation & Am,Global Transformation & Am,ORG
ORG:Ie University Madrid,Ie University Madrid,ORG
ORG:Interconnection & Am,Interconnection & Am,ORG
ORG:Odafone Spain,Odafone Spain,ORG
ORG:Operations Unit,Operations Unit,ORG
ORG:Sainco Trafico,Sainco Trafico,ORG
ORG:Telefonica R & Am,Telefonica R & Am,ORG
ORG:Vodafone Group Newbury,Vodafone Group Newbury,ORG
ORG:Oxford Brookes University,Oxford Brookes University,ORG
ORG:Peace And,Peace And,ORG
ORG:University College Of Cork,University College Of Cork,ORG
ORG:University Of Alicante,University Of Alicante,ORG
EDU:Master in Strategic Studies,Master in Strategic Studies,EDU
SUBJECT:Alicante,Alicante,SUBJECT
SUBJECT:Applied Accounting,Applied Accounting,SUBJECT
SUBJECT:Commerce in Economics,Commerce in Economics,SUBJECT
SUBJECT:Cork,Cork,SUBJECT
SUBJECT:Strategic Studies,Strategic Studies,SUBJECT
ORG:Ckinsey & Amp,Ckinsey & Amp,ORG
ORG:Commercial Transformation,Commercial Transformation,ORG
ORG:Liechtenstein Group,Liechtenstein Group,ORG
ORG:Bogotá Telecommunications Enterprise,Bogotá Telecommunications Enterprise,ORG
ORG:By Private Equity,By Private Equity,ORG
ORG:Financial Institutions Guarantee Fund,Financial Institutions Guarantee Fund,ORG
ORG:J. P. Morgan Securities,J. P. Morgan Securities,ORG
LOC:Got,Got,LOC
SUBJECT:Condensed Matter Physics and Nanotechnology,Condensed Matter Physics and Nanotechnology,SUBJECT
ORG:Indizen Technologies,Indizen Technologies,ORG
ORG:Va Next Technologies,Va Next Technologies,ORG
ORG:Chiquitin Centros Propios,Chiquitin Centros Propios,ORG
ORG:Ción Dermoestética,Ción Dermoestética,ORG
LOC:Safei,Safei,LOC
ORG:Economics And Markets,Economics And Markets,ORG
ORG:Universidad Nacional De Educación A Distancia,Universidad Nacional De Educación A Distancia,ORG
SUBJECT:Applied Economics,Applied Economics,SUBJECT
ORG:Ministry Of Economics,Ministry Of Economics,ORG
ORG:Spanish Association Of Road Transport,Spanish Association Of Road Transport,ORG
ORG:And Industrial,And Industrial,ORG
SUBJECT:Industrial Engineering and Industrial Management from ICAI,Industrial Engineering and Industrial Management from ICAI,SUBJECT
ORG:Continental Europe,Continental Europe,ORG
ORG:European Operations,European Operations,ORG
ORG:Fundación Deporte Y Desafío,Fundación Deporte Y Desafío,ORG
ORG:Rupo Lar,Rupo Lar,ORG
EDU:Bachelor in Telecommunications Engineering,Bachelor in Telecommunications Engineering,EDU
EDU:Master in Economics and Finance,Master in Economics and Finance,EDU
SUBJECT:Economics and Finance,Economics and Finance,SUBJECT
ORG:Omega Capital,Omega Capital,ORG
ORG:Digital Marketing Institute,Digital Marketing Institute,ORG
ORG:Programa De Dirección En Coaching E,Programa De Dirección En Coaching E,ORG
SUBJECT:Digital Marketing,Digital Marketing,SUBJECT
ORG:Ie University Lifelong Learning,Ie University Lifelong Learning,ORG
ORG:Ty And Custom,Ty And Custom,ORG
ORG:Nciado En Ciencias Políticas Y Sociología,Nciado En Ciencias Políticas Y Sociología,ORG
SUBJECT:Public Administrations,Public Administrations,SUBJECT
ORG:Civil Affairs,Civil Affairs,ORG
ORG:Council Of Europe,Council Of Europe,ORG
ORG:Fundación Para Las Relaciones Internacionales Y El Diálogo Exterior,Fundación Para Las Relaciones Internacionales Y El Diálogo Exterior,ORG
ORG:Human Rights,Human Rights,ORG
ORG:Organization For Security And Cooperation In Europe,Organization For Security And Cooperation In Europe,ORG
LOC:Azerbaijan,Azerbaijan,LOC
LOC:Kosovo,Kosovo,LOC
LOC:Macedonia,Macedonia,LOC
LOC:Morocco,Morocco,LOC
LOC:Republic Of Moldova,Republic Of Moldova,LOC
ORG:Public Policy And Administration,Public Policy And Administration,ORG
SUBJECT:Political Economy,Political Economy,SUBJECT
SUBJECT:Public Policy and Administration,Public Policy and Administration,SUBJECT
ORG:Metropolitan Real Estate Chamber Of Venezuela,Metropolitan Real Estate Chamber Of Venezuela,ORG
ORG:National Government,National Government,ORG
ORG:De Sociedades De Capital,De Sociedades De Capital,ORG
ORG:La Le,La Le,ORG
ORG:Madrid Regional Tax Authorities,Madrid Regional Tax Authorities,ORG
SUBJECT:Economics Sciences,Economics Sciences,SUBJECT
ORG:Uation And Companies,Uation And Companies,ORG
ORG:Universidad Pompeu Fab,Universidad Pompeu Fab,ORG
SUBJECT:Business Valuation and Companies Accounting,Business Valuation and Companies Accounting,SUBJECT
ORG:Iberoamerican General Secretariat,Iberoamerican General Secretariat,ORG
ORG:Of State,Of State,ORG
ORG:Oxfam Intermón,Oxfam Intermón,ORG
ORG:Oxfam International,Oxfam International,ORG
ORG:Summit Of,Summit Of,ORG
ORG:Unicef Spain,Unicef Spain,ORG
LOC:Nairobi,Nairobi,LOC
ORG:I Virgil,I Virgil,ORG
ORG:Iversitat Pompeu F,Iversitat Pompeu F,ORG
ORG:Iversitat R,Iversitat R,ORG
ORG:Universitat Pompeu F,Universitat Pompeu F,ORG
SUBJECT:Finance cum laude,Finance cum laude,SUBJECT
SUBJECT:Research in Economics,Research in Economics,SUBJECT
SUBJECT:Science in Economics,Science in Economics,SUBJECT
ORG:Credit Agricole Investment Bank,Credit Agricole Investment Bank,ORG
ORG:Global Transaction Banking Analyst Intern,Global Transaction Banking Analyst Intern,ORG
ORG:Kwantlen Polytechnic University,Kwantlen Polytechnic University,ORG
ORG:Queen S University,Queen S University,ORG
ORG:Information Science And Learning,Information Science And Learning,ORG
ORG:University Of Missouri,University Of Missouri,ORG
ORG:University Of Z,University Of Z,ORG
ORG:University Of Zada,University Of Zada,ORG
SUBJECT:Information Science and Learning Technologies,Information Science and Learning Technologies,SUBJECT
SUBJECT:Missouri,Missouri,SUBJECT
SUBJECT:Zadar,Zadar,SUBJECT
ORG:Information Experience Lab,Information Experience Lab,ORG
ORG:Rap Media Llc,Rap Media Llc,ORG
ORG:Research And Research Operations,Research And Research Operations,ORG
ORG:Ux Research Manager,Ux Research Manager,ORG
ORG:Wells Fargo Bank,Wells Fargo Bank,ORG
LOC:Missouri,Missouri,LOC
LOC:Sum,Sum,LOC
ORG:American Production And Inventory Control Society,American Production And Inventory Control Society,ORG
ORG:European Community,European Community,ORG
ORG:General Management Program,General Management Program,ORG
ORG:Gonvarri Leaders Of Tomorrow,Gonvarri Leaders Of Tomorrow,ORG
ORG:Headspring Executive Development,Headspring Executive Development,ORG
ORG:Raham Y. Goldratt Institute,Raham Y. Goldratt Institute,ORG
ORG:Theory Of Constraints,Theory Of Constraints,ORG
ORG:Universidad Del País Vasco,Universidad Del País Vasco,ORG
ORG:University Of Exeter,University Of Exeter,ORG
SUBJECT:Arts in Econom,Arts in Econom,SUBJECT
SUBJECT:Exeter,Exeter,SUBJECT
SUBJECT:Theory of Constraints,Theory of Constraints,SUBJECT
SUBJECT:Tomorrow,Tomorrow,SUBJECT
ORG:Fundación Seres,Fundación Seres,ORG
ORG:Gonvarri Industries,Gonvarri Industries,ORG
ORG:Green Cold Storage,Green Cold Storage,ORG
ORG:Industrial Operations,Industrial Operations,ORG
ORG:International Arbitration Group,International Arbitration Group,ORG
ORG:Madrid Courts,Madrid Courts,ORG
ORG:Spanish Public Prosecutor S Office,Spanish Public Prosecutor S Office,ORG
ORG:Supreme Court,Supreme Court,ORG
ORG:In Information Technologies,In Information Technologies,ORG
ORG:Universidad Paname,Universidad Paname,ORG
ORG:Universidad Panamericana,Universidad Panamericana,ORG
EDU:Master in Business Analytics and Big Data,Master in Business Analytics and Big Data,EDU
SUBJECT:Business Analytics and Big Data,Business Analytics and Big Data,SUBJECT
SUBJECT:Graphic Simulators,Graphic Simulators,SUBJECT
SUBJECT:Information Technologies and Intelligent Systems,Information Technologies and Intelligent Systems,SUBJECT
ORG:And Technology,And Technology,ORG
ORG:Cover Genius,Cover Genius,ORG
ORG:Mutuo Financiera,Mutuo Financiera,ORG
ORG:Tuo Financiera,Tuo Financiera,ORG
ORG:Deusto Business School,Deusto Business School,ORG
ORG:Cai Icade,Cai Icade,ORG
ORG:Icai Icade,Icai Icade,ORG
ORG:Research In Economics And Business Administration,Research In Economics And Business Administration,ORG
ORG:Uropean Financial Planning Association,Uropean Financial Planning Association,ORG
EDU:Master in Research in Economics and Business Administration,Master in Research in Economics and Business Administration,EDU
SUBJECT:Research in Economics and Business Administration,Research in Economics and Business Administration,SUBJECT
ORG:Alboran Corporate Finance,Alboran Corporate Finance,ORG
ORG:Blue C New Economy Consulting & Am,Blue C New Economy Consulting & Am,ORG
ORG:Consultia It,Consultia It,ORG
ORG:De Estrategia,De Estrategia,ORG
ORG:Global Supply Chain,Global Supply Chain,ORG
ORG:Operaciones Fsi,Operaciones Fsi,ORG
ORG:Rupo Cosent,Rupo Cosent,ORG
LOC:Inc,Inc,LOC
LOC:Ino,Ino,LOC
LOC:Panama,Panama,LOC
ORG:Design And Innovation,Design And Innovation,ORG
ORG:Ied Madrid,Ied Madrid,ORG
ORG:Industrial Design And Fine Arts,Industrial Design And Fine Arts,ORG
EDU:Bachelor in Industrial Design and Fine Arts,Bachelor in Industrial Design and Fine Arts,EDU
EDU:Master in Strategic Design and Innovation,Master in Strategic Design and Innovation,EDU
SUBJECT:Industrial Design and Fine Arts,Industrial Design and Fine Arts,SUBJECT
SUBJECT:Strategic Design and Innovation,Strategic Design and Innovation,SUBJECT
ORG:Creative Think Tank,Creative Think Tank,ORG
ORG:De Ideas,De Ideas,ORG
ORG:Europeo Di Design,Europeo Di Design,ORG
ORG:The Cocktail,The Cocktail,ORG
LOC:Yuniz,Yuniz,LOC
ORG:Universidad Iii Madrid,Universidad Iii Madrid,ORG
ORG:Country Head Iberia,Country Head Iberia,ORG
ORG:Redevco B. V,Redevco B. V,ORG
ORG:Retail Investment,Retail Investment,ORG
ORG:Zaphir Asset Management,Zaphir Asset Management,ORG
LOC:Aguirre,Aguirre,LOC
LOC:Ls Aguirre,Ls Aguirre,LOC
ORG:Cremades & Am,Cremades & Am,ORG
ORG:Instituto De Empresa University,Instituto De Empresa University,ORG
ORG:Madrid University,Madrid University,ORG
ORG:Sanchez Pintado Lawyers,Sanchez Pintado Lawyers,ORG
ORG:Telecommunication Engineering,Telecommunication Engineering,ORG
EDU:Bachelor in Telecommunication Engineering from Madrid University,Bachelor in Telecommunication Engineering from Madrid University,EDU
EDU:Master in Telecommunications Regulation &amp,Master in Telecommunications Regulation &amp,EDU
SUBJECT:Telecommunication Engineering from Madrid University,Telecommunication Engineering from Madrid University,SUBJECT
SUBJECT:Telecommunications Regulation &amp,Telecommunications Regulation &amp,SUBJECT
ORG:Ch2Mhill Spain,Ch2Mhill Spain,ORG
ORG:Digital Transformation Group,Digital Transformation Group,ORG
ORG:Fiera Infrastructure Fund,Fiera Infrastructure Fund,ORG
ORG:Foundation For Financial Innovation And The Digital Economy,Foundation For Financial Innovation And The Digital Economy,ORG
ORG:Human Science & Amp,Human Science & Amp,ORG
ORG:Ie Impact Program,Ie Impact Program,ORG
ORG:Information And Communications,Information And Communications,ORG
ORG:Philips Digital Video Systems,Philips Digital Video Systems,ORG
ORG:Schools Of Laws,Schools Of Laws,ORG
ORG:Spanish Professional Association Of Telecom Engineers,Spanish Professional Association Of Telecom Engineers,ORG
ORG:Technical Council Of Fifed,Technical Council Of Fifed,ORG
ORG:Think Tank,Think Tank,ORG
ORG:Data Warehousing,Data Warehousing,ORG
ORG:Department Of Economics,Department Of Economics,ORG
ORG:Digital Marketing,Digital Marketing,ORG
ORG:Information Systems Area,Information Systems Area,ORG
ORG:It Systems,It Systems,ORG
ORG:Iversitat Oberta De Catalunya,Iversitat Oberta De Catalunya,ORG
ORG:N Al Business Intelligence,N Al Business Intelligence,ORG
ORG:Network And Information Technologies,Network And Information Technologies,ORG
ORG:Universidad Autonoma De Barcelona,Universidad Autonoma De Barcelona,ORG
EDU:Master in Business Intelligence,Master in Business Intelligence,EDU
EDU:Master in Executive Management of IT Systems,Master in Executive Management of IT Systems,EDU
SUBJECT:Business Intelligence,Business Intelligence,SUBJECT
SUBJECT:Executive Management of IT Systems,Executive Management of IT Systems,SUBJECT
SUBJECT:Network and Information Technologies,Network and Information Technologies,SUBJECT
ORG:Data St,Data St,ORG
ORG:Delfos Research,Delfos Research,ORG
ORG:Icnet Consulting,Icnet Consulting,ORG
ORG:Idc Research,Idc Research,ORG
ORG:Institute Of Passion,Institute Of Passion,ORG
ORG:Stratebi Business Solutions,Stratebi Business Solutions,ORG
ORG:Thales Group,Thales Group,ORG
ORG:Abn Amro Bank Nv,Abn Amro Bank Nv,ORG
ORG:Financial Institutions And Public Sector,Financial Institutions And Public Sector,ORG
ORG:Financial Institutions Group,Financial Institutions Group,ORG
ORG:Sbc Bank Plc Madrid,Sbc Bank Plc Madrid,ORG
ORG:Real Estate Business,Real Estate Business,ORG
SUBJECT:Real Estate Business,Real Estate Business,SUBJECT
ORG:Aexx Capital,Aexx Capital,ORG
ORG:Ation Europe Real Estate Debt,Ation Europe Real Estate Debt,ORG
ORG:Chenavari Investment Managers,Chenavari Investment Managers,ORG
ORG:Drago Capital,Drago Capital,ORG
ORG:Cooperación Educativa,Cooperación Educativa,ORG
ORG:Oxford Scenarios Programme,Oxford Scenarios Programme,ORG
ORG:Said School Of Business,Said School Of Business,ORG
SUBJECT:Dean List,Dean List,SUBJECT
SUBJECT:Economy,Economy,SUBJECT
SUBJECT:Strategy &amp,Strategy &amp,SUBJECT
ORG:Bbva Bolsa,Bbva Bolsa,ORG
ORG:Corporate Audit Department,Corporate Audit Department,ORG
ORG:F. Hoffmann La Roche Inc,F. Hoffmann La Roche Inc,ORG
ORG:Grupo De Ingeniería,Grupo De Ingeniería,ORG
ORG:Terrano Capital,Terrano Capital,ORG
ORG:Via Célere,Via Célere,ORG
LOC:Utley,Utley,LOC
ORG:Esic Business & Amp,Esic Business & Amp,ORG
ORG:Information & Am,Information & Am,ORG
ORG:International Hospitality Management,International Hospitality Management,ORG
ORG:Les Roches Swiss School Of Hotel Management,Les Roches Swiss School Of Hotel Management,ORG
ORG:Marketing School,Marketing School,ORG
ORG:Tourism Business Administration,Tourism Business Administration,ORG
ORG:Uned University,Uned University,ORG
