source,target,relation
PROF_691,ORG:Xxi Servicios Estratégicos,Worked at
PROF_691,LOC:Greece,Worked in
PROF_691,LOC:Israel,Worked in
PROF_691,LOC:Portugal,Worked in
PROF_691,LOC:Spain,Worked in
PROF_693,ORG:Cultures And Languages,Studied at
PROF_693,ORG:Department Of Spanish,Studied at
PROF_693,ORG:Real Escuela Superior De Arte Dramático,Studied at
PROF_693,ORG:The New School For Social Research,Studied at
PROF_693,ORG:Universidad Carlos,Studied at
PROF_693,ORG:Universidad Complutense,Studied at
PROF_693,EDU:B.A,Has degree
PROF_693,EDU:M.A,Has degree
PROF_693,EDU:Ph.D,Has degree
PROF_693,SUBJECT:Drama Studies and Playwriting,Teaches
PROF_693,SUBJECT:Philosophy,Teaches
PROF_693,SUBJECT:Spanish Literature and Linguistics,Teaches
PROF_693,SUBJECT:Spanish and Portuguese Cultures and Languages,Teaches
PROF_693,ORG:Compañía Nacional De Teatro Cl,Worked at
PROF_693,ORG:Contemporary Theater,Worked at
PROF_693,ORG:Education First,Worked at
PROF_693,ORG:Ef Academ,Worked at
PROF_693,ORG:La Caixa,Worked at
PROF_693,ORG:Nyu Graduate School Of Arts And Sciences,Worked at
PROF_693,ORG:University Of The Middle East Program,Worked at
PROF_693,LOC:Spain,Worked in
PROF_693,LOC:United States,Worked in
PROF_694,ORG:Cfa Institute,Studied at
PROF_694,EDU:MBA,Has degree
PROF_694,EDU:MSc,Has degree
PROF_694,EDU:Master in Business Administration,Has degree
PROF_694,SUBJECT:Business Administration,Teaches
PROF_694,ORG:Rudentia Capital,Worked at
PROF_694,ORG:Santander Global Banking & Markets,Worked at
PROF_694,ORG:Ubs Investment Bank,Worked at
PROF_694,LOC:Brazil,Worked in
PROF_694,LOC:Spain,Worked in
PROF_694,LOC:United Kingdom,Worked in
PROF_695,ORG:Central Bank Of Spain,Studied at
PROF_695,ORG:Centro Estudios Monetarios Y Financieros,Studied at
PROF_695,ORG:Economy And,Studied at
PROF_695,ORG:Industrial Engineering,Studied at
PROF_695,ORG:Universidad Politécnica de Madrid,Studied at
PROF_695,EDU:Bachelor in Industrial Engineering,Has degree
PROF_695,EDU:Master in Economy and Finance,Has degree
PROF_695,SUBJECT:Economy and Finance,Teaches
PROF_695,SUBJECT:Industrial Engineering,Teaches
PROF_695,ORG:Bbva Global Asset Management Business,Worked at
PROF_695,ORG:Bbva Global Equities,Worked at
PROF_695,ORG:Bva Securities Inc,Worked at
PROF_695,ORG:Global Markets Bbva Usa,Worked at
PROF_695,ORG:Santander Investment,Worked at
PROF_695,LOC:Americas,Worked in
PROF_695,LOC:Spain,Worked in
PROF_695,LOC:United States,Worked in
PROF_696,ORG:Academic Bac,Studied at
PROF_696,ORG:Climate Action,Studied at
PROF_696,ORG:Universidad Carlos Iii,Studied at
PROF_696,ORG:Universidad Complutense,Studied at
PROF_696,EDU:PhD,Has degree
PROF_696,SUBJECT:Actuarial Sciences,Teaches
PROF_696,SUBJECT:Economics,Teaches
PROF_698,ORG:Universidad De Valencia,Studied at
PROF_698,EDU:PhD,Has degree
PROF_698,SUBJECT:Economics,Teaches
PROF_698,SUBJECT:Laws,Teaches
PROF_699,ORG:Harvard Business School,Studied at
PROF_699,ORG:Innovation And Infra,Studied at
PROF_699,ORG:Iversitat Pompeu Fab,Studied at
PROF_699,ORG:University Of Barcelona,Studied at
PROF_699,ORG:University Of Chicago,Studied at
PROF_699,EDU:BSc,Has degree
PROF_699,EDU:PhD,Has degree
PROF_699,SUBJECT:Barcelona,Teaches
PROF_699,SUBJECT:Chicago,Teaches
PROF_699,SUBJECT:Economics,Teaches
PROF_699,SUBJECT:Harvard Business School,Teaches
PROF_702,ORG:Bbva Cib,Worked at
PROF_702,ORG:Corporate & Investment Banking,Worked at
PROF_702,ORG:Financial Risk Management,Worked at
PROF_702,ORG:Institute Of Technological Research,Worked at
PROF_702,ORG:Management Solutions,Worked at
PROF_702,ORG:Pontifical University Of Comillas,Worked at
PROF_702,LOC:Ent,Worked in
PROF_702,LOC:Madrid,Worked in
PROF_702,LOC:Spain,Worked in
PROF_704,ORG:Oxford Artificial Intelligence Program,Studied at
PROF_704,ORG:University Of Cologne,Studied at
PROF_704,ORG:University Of Oxford,Studied at
PROF_704,EDU:Ph.D,Has degree
PROF_704,SUBJECT:Cologne,Teaches
PROF_704,SUBJECT:Economics,Teaches
PROF_704,SUBJECT:Oxford,Teaches
PROF_704,ORG:Competition Directorate,Worked at
PROF_704,ORG:Entation Of The European Commission,Worked at
PROF_704,ORG:European Commission,Worked at
PROF_704,ORG:European Parliament Office,Worked at
PROF_704,ORG:Task Force Financial Crisis,Worked at
PROF_704,ORG:Westdeutsche Landesbank,Worked at
PROF_704,LOC:Belgium,Worked in
PROF_704,LOC:Brussels,Worked in
PROF_704,LOC:Düsseldorf,Worked in
PROF_704,LOC:Germany,Worked in
PROF_704,LOC:Madrid,Worked in
PROF_704,LOC:Spain,Worked in
PROF_705,EDU:Ph.D,Has degree
PROF_705,SUBJECT:Psychology,Teaches
PROF_705,ORG:Centro Europeo De Estudios Superiores,Worked at
PROF_705,ORG:Counselling Service Of,Worked at
PROF_705,ORG:Universidad Complutense Of Madrid,Worked at
PROF_705,ORG:Universidad Europea Of Madrid,Worked at
PROF_706,ORG:Academy Of Executive Coaching,Studied at
PROF_706,ORG:Guildhall School Of Music & Drama,Studied at
PROF_706,ORG:Kings College London,Studied at
PROF_706,SUBJECT:Executive Coaching,Teaches
PROF_706,SUBJECT:Music & Drama,Teaches
PROF_706,ORG:Alexander & Associates,Worked at
PROF_706,ORG:Zafferano Catering Limited,Worked at
PROF_706,ORG:Zafferano Concessions Limited,Worked at
PROF_707,ORG:Cyber Security,Studied at
PROF_707,ORG:Imf Business School,Studied at
PROF_707,ORG:Iversitt Stuttgart,Studied at
PROF_707,ORG:Telecommunications Engineering,Studied at
PROF_707,ORG:Universidad Politécnica De Madrid,Studied at
PROF_707,EDU:Bachelor in Telecommunications Engineering,Has degree
PROF_707,EDU:M.Sc,Has degree
PROF_707,SUBJECT:Information Technology,Teaches
PROF_707,SUBJECT:Telecommunications Engineering,Teaches
PROF_707,ORG:C4Isr Defense,Worked at
PROF_707,ORG:Cloud & Devops,Worked at
PROF_707,ORG:Speech & Sound Group,Worked at
PROF_707,LOC:Dra,Worked in
PROF_709,ORG:Universidad Autónoma de Madrid,Studied at
PROF_709,ORG:Urbanism And Land Management,Studied at
PROF_709,EDU:Master in European Law,Has degree
PROF_709,EDU:Master in Urbanism and Land Management,Has degree
PROF_709,SUBJECT:European Law,Teaches
PROF_709,SUBJECT:Law,Teaches
PROF_709,SUBJECT:Urbanism and Land Management,Teaches
PROF_709,LOC:Tre,Worked in
PROF_710,ORG:Academic Ba,Studied at
PROF_710,ORG:Antony S College,Studied at
PROF_710,ORG:Ortega Y Gasset University Institute,Studied at
PROF_710,ORG:Rbonne University,Studied at
PROF_710,ORG:University College,Studied at
PROF_710,EDU:B.A,Has degree
PROF_710,EDU:M.A,Has degree
PROF_710,SUBJECT:History,Teaches
PROF_710,SUBJECT:International Relations,Teaches
PROF_710,ORG:European Union Association Of National Cultural Institutes,Worked at
PROF_710,ORG:Hispanic Observatory,Worked at
PROF_710,ORG:Instituto Cervantes,Worked at
PROF_710,ORG:Ronda Energy Ltd,Worked at
PROF_710,LOC:Dublin,Worked in
PROF_710,LOC:Ireland,Worked in
PROF_710,LOC:Istanbul,Worked in
PROF_710,LOC:London,Worked in
PROF_710,LOC:Turkey,Worked in
PROF_710,LOC:United Kingdom,Worked in
PROF_711,ORG:State University Of New York,Studied at
PROF_711,ORG:University Of O,Studied at
PROF_711,EDU:Ph.D,Has degree
PROF_711,SUBJECT:Economics,Teaches
PROF_711,SUBJECT:Economics State University of New York at Stony Brook,Teaches
PROF_711,SUBJECT:Oviedo,Teaches
PROF_711,ORG:Economics Ministry Of Economy And Finance,Worked at
PROF_711,ORG:Nera Consulting In Economics,Worked at
PROF_711,ORG:Qaxis Consulting In Economics,Worked at
PROF_711,ORG:United Nations,Worked at
PROF_711,LOC:Madrid,Worked in
PROF_711,LOC:New York,Worked in
PROF_711,LOC:Spain,Worked in
PROF_711,LOC:United States,Worked in
PROF_713,ORG:Harvard Business School,Studied at
PROF_713,ORG:Harvard University,Studied at
PROF_713,ORG:School Of Telecommunications Engineering,Studied at
PROF_713,ORG:Telecommunications Engineering,Studied at
PROF_713,ORG:Universidad de Navarra,Studied at
PROF_713,EDU:Doctor of Business Administration,Has degree
PROF_713,EDU:MBA,Has degree
PROF_713,EDU:MSc,Has degree
PROF_713,SUBJECT:Business Administration,Teaches
PROF_713,SUBJECT:Telecommunications Engineering,Teaches
PROF_713,ORG:Finance Department,Worked at
PROF_713,ORG:Hewlett Packard,Worked at
PROF_713,ORG:Test & Measurement Instruments Department,Worked at
PROF_713,LOC:Madrid,Worked in
PROF_713,LOC:Spain,Worked in
PROF_714,ORG:Academic Ba,Studied at
PROF_714,ORG:Centre For European Studies,Studied at
PROF_714,ORG:Ceu University Of Madrid,Studied at
PROF_714,ORG:Civil And Commercial Media,Studied at
PROF_714,ORG:College Of Europe,Studied at
PROF_714,ORG:Commercial Law,Studied at
PROF_714,ORG:Common Law Studies,Studied at
PROF_714,ORG:Georgetown University,Studied at
PROF_714,ORG:Good Go,Studied at
PROF_714,ORG:Instituto De Gobernanza Emp,Studied at
PROF_714,ORG:International A,Studied at
PROF_714,ORG:Isde Law & Business School,Studied at
PROF_714,ORG:Itation On Boards Of Directors,Studied at
PROF_714,ORG:Kellogg School Of Management,Studied at
PROF_714,ORG:Northwestern University,Studied at
PROF_714,ORG:Universidad Complutense de Madrid,Studied at
PROF_714,EDU:LLM,Has degree
PROF_714,SUBJECT:Commercial Law,Teaches
PROF_714,SUBJECT:Directors and Good Governance,Teaches
PROF_714,SUBJECT:Laws LLM in Common Law Studies,Teaches
PROF_714,SUBJECT:Management,Teaches
PROF_714,ORG:Banco Santander,Worked at
PROF_714,ORG:Investment Funds,Worked at
PROF_714,ORG:J Berwin,Worked at
PROF_714,ORG:Legal Department,Worked at
PROF_714,ORG:Private Equity,Worked at
PROF_714,ORG:Rodés & Sala,Worked at
PROF_714,LOC:Broset,Worked in
PROF_714,LOC:Spain,Worked in
PROF_715,ORG:Universidad Católica Madre Y Maestra,Studied at
PROF_715,ORG:University Of South Carolina,Studied at
PROF_715,EDU:PhD,Has degree
PROF_715,SUBJECT:Business Administration,Teaches
PROF_715,SUBJECT:Industrial Engineering,Teaches
PROF_715,SUBJECT:South Carolina,Teaches
PROF_715,ORG:Productos La Estrella,Worked at
PROF_715,LOC:Dominican Republic,Worked in
PROF_717,ORG:Administrative Law,Worked at
PROF_717,ORG:Bonial International Group,Worked at
PROF_717,ORG:Consortium For The Technological Development Of Smes,Worked at
PROF_717,ORG:Faculty Of Law Complutense University Of Madrid,Worked at
PROF_717,ORG:Harvard Law School,Worked at
PROF_717,ORG:Information Systems,Worked at
PROF_717,ORG:Instituto Empresa,Worked at
PROF_717,ORG:Spanish Association Of Electronic Commerce,Worked at
PROF_717,ORG:Terra Spain,Worked at
PROF_717,ORG:University Of Córdoba,Worked at
PROF_717,LOC:Spain,Worked in
PROF_718,ORG:Telecom Bcn,Studied at
PROF_718,ORG:Telecom Engineering,Studied at
PROF_718,EDU:MSc,Has degree
PROF_718,SUBJECT:Telecom Engineering,Teaches
PROF_718,ORG:Barcelona City Council,Worked at
PROF_718,ORG:C40 Cities Climate Leadership Group Inc,Worked at
PROF_718,ORG:International Smart City Office,Worked at
PROF_718,ORG:It International Office,Worked at
PROF_718,LOC:London,Worked in
PROF_720,ORG:American University Of Paris,Studied at
PROF_720,ORG:Peace Justice And Strong,Studied at
PROF_720,EDU:B.A,Has degree
PROF_720,EDU:M.Sc,Has degree
PROF_720,EDU:Ph.D,Has degree
PROF_720,SUBJECT:Management,Teaches
PROF_720,SUBJECT:Psychology,Teaches
PROF_721,ORG:University Of California,Studied at
PROF_721,ORG:Wesleyan University,Studied at
PROF_721,EDU:B.A,Has degree
PROF_721,EDU:M.A,Has degree
PROF_721,EDU:Ph.D,Has degree
PROF_721,SUBJECT:California,Teaches
PROF_721,ORG:Medius Capital,Worked at
PROF_721,ORG:Tychetools Group Ltd,Worked at
PROF_721,ORG:Tychetools Partners,Worked at
PROF_721,LOC:United States,Worked in
PROF_723,ORG:Business & Marketing School,Studied at
PROF_723,ORG:European University,Studied at
PROF_723,ORG:Rs & Di,Studied at
PROF_723,ORG:Sade Business School,Studied at
PROF_723,EDU:MBA,Has degree
PROF_723,ORG:Coolrooms Hotel Group,Worked at
PROF_723,ORG:Digital Innovation,Worked at
PROF_723,ORG:Digital Strategy & Marketing,Worked at
PROF_723,ORG:Digital Transformation,Worked at
PROF_723,ORG:Digital Transformation Council,Worked at
PROF_723,ORG:Financial Times & Ie Business School,Worked at
PROF_723,ORG:Good Rebels,Worked at
PROF_723,ORG:Ibm Business Consulting Services,Worked at
PROF_723,ORG:Ie Exponential Learning,Worked at
PROF_723,ORG:Pwc Consulting,Worked at
PROF_723,LOC:Global,Worked in
PROF_723,LOC:Spain,Worked in
PROF_724,ORG:Handong University,Studied at
PROF_724,EDU:Bachelor in Business Management,Has degree
PROF_724,EDU:MBA,Has degree
PROF_724,SUBJECT:Business Management,Teaches
PROF_724,ORG:Lg International,Worked at
PROF_724,LOC:Germany,Worked in
PROF_724,LOC:Jord,Worked in
PROF_724,LOC:Korea,Worked in
PROF_724,LOC:Spain,Worked in
PROF_726,ORG:Aristotle University Of Thessaloniki,Studied at
PROF_726,ORG:Electrical And Computer Engineering,Studied at
PROF_726,ORG:Erasmus University,Studied at
PROF_726,ORG:Rotterdam School Of Management,Studied at
PROF_726,EDU:PhD,Has degree
PROF_726,SUBJECT:Electrical and Computer Engineering,Teaches
PROF_726,SUBJECT:Information Systems,Teaches
PROF_726,SUBJECT:Management,Teaches
PROF_726,SUBJECT:Thessaloniki,Teaches
PROF_726,ORG:Climate Action,Worked at
PROF_726,ORG:Hellenic Telecommunications Organization,Worked at
PROF_726,ORG:Ote S. A,Worked at
PROF_726,ORG:Sustainable Cities And Communities,Worked at
PROF_727,ORG:And Finance,Studied at
PROF_727,ORG:Harvard University,Studied at
PROF_727,ORG:Oxford University,Studied at
PROF_727,SUBJECT:Law and Finance,Teaches
PROF_727,SUBJECT:Public Policy,Teaches
PROF_727,ORG:Sbc Group,Worked at
PROF_728,ORG:Industrial & Operations Engineering,Studied at
PROF_728,ORG:London Business School,Studied at
PROF_728,ORG:Science And Operations,Studied at
PROF_728,ORG:Ttering University,Studied at
PROF_728,ORG:University Of Michigan,Studied at
PROF_728,EDU:Ph.D,Has degree
PROF_728,SUBJECT:Management Science and Operations,Teaches
PROF_728,SUBJECT:Michigan,Teaches
PROF_728,SUBJECT:Science in Industrial & Operations Engineering,Teaches
PROF_728,SUBJECT:Science in Industrial Engineering,Teaches
PROF_728,ORG:Innovation And Infra,Worked at
PROF_728,LOC:Duke University Hospital,Worked in
PROF_728,LOC:United States,Worked in
PROF_729,ORG:Academic Bac,Studied at
PROF_729,ORG:Jawaharlal Nehru University,Studied at
PROF_729,EDU:M.A,Has degree
PROF_729,EDU:Ph.D,Has degree
PROF_729,SUBJECT:Decision Sciences,Teaches
PROF_729,SUBJECT:Management,Teaches
PROF_729,ORG:Mckinsey & Company,Worked at
PROF_730,ORG:& Business,Studied at
PROF_730,ORG:University Of Massachusetts Dartmouth,Studied at
PROF_730,EDU:MBA,Has degree
PROF_730,SUBJECT:Massachusetts Dartmouth,Teaches
PROF_730,SUBJECT:Science in Marketing & Business Administration,Teaches
PROF_730,ORG:Civica Alliance Management Committee,Worked at
PROF_730,ORG:F & B,Worked at
PROF_730,ORG:Global Academic Partnerships & Alliances,Worked at
PROF_730,ORG:IESE Business School,Worked at
PROF_730,ORG:Vica The European University Of Social Sciences,Worked at
PROF_730,LOC:Spain,Worked in
PROF_730,LOC:United States,Worked in
PROF_732,ORG:Ewha Womans University,Studied at
PROF_732,ORG:Michigan State University,Studied at
PROF_732,ORG:Syracuse University,Studied at
PROF_732,EDU:Bachelor in Journalism and Media Studies,Has degree
PROF_732,EDU:M.A,Has degree
PROF_732,EDU:Ph.D,Has degree
PROF_732,SUBJECT:Journalism and Media Studies,Teaches
PROF_732,SUBJECT:Mass Communication,Teaches
PROF_732,SUBJECT:Telecommunication,Teaches
PROF_732,ORG:Daum Communications,Worked at
PROF_732,ORG:Peace Justice,Worked at
PROF_732,LOC:Eongju,Worked in
PROF_732,LOC:Korea,Worked in
PROF_732,LOC:Seoul,Worked in
PROF_733,ORG:Islamic Studies,Studied at
PROF_733,ORG:San Francisco State University,Studied at
PROF_733,ORG:Universidad Autónoma De Madrid,Studied at
PROF_733,ORG:University Carlos Iii De Madrid,Studied at
PROF_733,EDU:B.A,Has degree
PROF_733,EDU:PHD,Has degree
PROF_733,SUBJECT:Arabic and Islamic Studies,Teaches
PROF_733,SUBJECT:Audiovisual Communication,Teaches
PROF_733,SUBJECT:Fine Arts in Filmmaking,Teaches
PROF_733,ORG:Amnesty International Campaign Against Fe,Worked at
PROF_733,ORG:Amnesty International Campaign Against Feminicide,Worked at
PROF_733,ORG:Big People,Worked at
PROF_733,ORG:Cph Dox Lab,Worked at
PROF_733,ORG:Da Cs Production,Worked at
PROF_733,ORG:Doha Film Institute & Cine Qua Non Lab,Worked at
PROF_733,ORG:Ficciona. Development Lab,Worked at
PROF_733,ORG:Fulbright Commission,Worked at
PROF_733,ORG:Fundación Atentamente,Worked at
PROF_733,ORG:Instituto De La Mujer,Worked at
PROF_733,LOC:Askalan,Worked in
PROF_733,LOC:Beirut,Worked in
PROF_733,LOC:China,Worked in
PROF_733,LOC:La Rue,Worked in
PROF_733,LOC:Lebanon,Worked in
PROF_733,LOC:Madrid,Worked in
PROF_733,LOC:Mexico,Worked in
PROF_733,LOC:Remember,Worked in
PROF_733,LOC:Spain,Worked in
PROF_734,ORG:Middlesex University London,Studied at
PROF_734,ORG:University Of The Basque Country,Studied at
PROF_734,EDU:MSc,Has degree
PROF_734,EDU:PhD,Has degree
PROF_734,SUBJECT:Business Administration,Teaches
PROF_734,SUBJECT:Economics,Teaches
PROF_734,SUBJECT:Higher Education,Teaches
PROF_735,ORG:Architectural Association,Studied at
PROF_735,SUBJECT:Architecture,Teaches
PROF_735,ORG:Satha. Design And Research Lab,Worked at
PROF_735,ORG:Space Popular,Worked at
PROF_735,LOC:Madrid,Worked in
PROF_735,LOC:Selgascano,Worked in
PROF_735,LOC:Thailand,Worked in
PROF_737,ORG:Universidad Autónoma De Madrid,Studied at
PROF_737,EDU:Doctor of Philosophy,Has degree
PROF_737,EDU:MBA,Has degree
PROF_737,EDU:PhD,Has degree
PROF_737,SUBJECT:Philosophy,Teaches
PROF_737,LOC:Spain,Worked in
PROF_738,ORG:Cuela Técnica Superior Arquitectura,Studied at
PROF_738,ORG:Graduate School Of Arts And Sciences,Studied at
PROF_738,ORG:Graduate School Of Design,Studied at
PROF_738,ORG:Harvard University,Studied at
PROF_738,ORG:Universidad Na,Studied at
PROF_738,ORG:University Of Navarra,Studied at
PROF_738,EDU:Master in Design Studies with Distinction,Has degree
PROF_738,EDU:Ph.D,Has degree
PROF_738,SUBJECT:America,Teaches
PROF_738,SUBJECT:Architecture,Teaches
PROF_738,SUBJECT:Arts and Sciences,Teaches
PROF_738,SUBJECT:Design,Teaches
PROF_738,SUBJECT:Design Studies with Distinction,Teaches
PROF_738,SUBJECT:Excellence,Teaches
PROF_738,SUBJECT:Navarra,Teaches
PROF_738,ORG:Mangado Y Asociados,Worked at
PROF_738,LOC:Madrid,Worked in
PROF_738,LOC:Pamplona,Worked in
PROF_738,LOC:Spain,Worked in
PROF_739,ORG:Council Of Business And Society,Studied at
PROF_739,ORG:Ie Executive Education,Studied at
PROF_739,ORG:Ie Humanities,Studied at
PROF_739,ORG:Ie Humanities Award,Studied at
PROF_739,ORG:Iversitat Internacional De Catalu,Studied at
PROF_739,ORG:Trinity College Dublin,Studied at
PROF_739,EDU:MSc,Has degree
PROF_739,EDU:Master in Customer Experience and Innovation,Has degree
PROF_739,SUBJECT:Bilingual and Multilingual Education,Teaches
PROF_739,SUBJECT:Climate Change and Entrepreneurship,Teaches
PROF_739,SUBJECT:Council of Business and Society,Teaches
PROF_739,SUBJECT:Customer Experience and Innovation,Teaches
PROF_739,SUBJECT:Data Science and Visualization fro Business,Teaches
PROF_739,SUBJECT:English Studies,Teaches
PROF_739,SUBJECT:IE Insights,Teaches
PROF_739,SUBJECT:Intergenerational Collaboration,Teaches
PROF_739,LOC:Ireland,Worked in
PROF_740,ORG:Harvard University,Studied at
PROF_740,ORG:Universidad Autónoma De Madrid,Studied at
PROF_740,ORG:Universidad Autónoma de Madrid,Studied at
PROF_740,EDU:BSc,Has degree
PROF_740,EDU:PhD,Has degree
PROF_740,SUBJECT:Economics,Teaches
PROF_740,SUBJECT:Finance,Teaches
PROF_740,ORG:Equity Trading,Worked at
PROF_740,ORG:Gvc Svb,Worked at
PROF_740,ORG:Norwich Union,Worked at
PROF_741,ORG:Universidad Autónoma De Madrid,Worked at
PROF_741,EDU:Bachelor in Business Administration,Has degree
PROF_741,EDU:MBA,Has degree
PROF_741,EDU:Ph.D,Has degree
PROF_741,SUBJECT:Business Administration,Teaches
PROF_741,SUBJECT:Business Administration IE Business School,Teaches
PROF_741,SUBJECT:Universidad Aut,Teaches
PROF_741,ORG:Advanced Analytics Lead,Worked at
PROF_741,ORG:Ckinsey & Company,Worked at
PROF_741,LOC:Oz Farmacéuti,Worked in
PROF_741,LOC:Spain,Worked in
PROF_742,ORG:London School Of Economics And Political Science,Studied at
PROF_742,ORG:University Of Regensburg,Studied at
PROF_742,EDU:BSc,Has degree
PROF_742,EDU:MSc,Has degree
PROF_742,EDU:Ph.D,Has degree
PROF_742,SUBJECT:Economics and Political Science,Teaches
PROF_742,SUBJECT:Management,Teaches
PROF_742,SUBJECT:Psychology,Teaches
PROF_742,SUBJECT:Regensburg,Teaches
PROF_743,ORG:Baker Mckenzie,Worked at
PROF_743,ORG:Harvard University,Worked at
PROF_743,ORG:The Wharton School,Worked at
PROF_743,ORG:Universidad Car Iii,Worked at
PROF_743,ORG:Universidad Pontificia Comillas,Worked at
PROF_743,ORG:University Of Pennsylvania,Worked at
PROF_743,LOC:Madrid,Worked in
PROF_743,LOC:Massachusetts,Worked in
PROF_743,LOC:Pennsylvania,Worked in
PROF_743,LOC:Spain,Worked in
PROF_743,LOC:United States,Worked in
PROF_744,ORG:European University Institute,Studied at
PROF_744,ORG:Political Science,Studied at
PROF_744,ORG:Universidad Autónoma De Madrid,Studied at
PROF_744,ORG:University Of Amsterdam,Studied at
PROF_744,EDU:LL.M,Has degree
PROF_744,EDU:PhD,Has degree
PROF_744,SUBJECT:Amsterdam,Teaches
PROF_744,SUBJECT:European and International Laws,Teaches
PROF_744,SUBJECT:Law and Political Science,Teaches
PROF_744,ORG:Allendesalazar & Brockelmann,Worked at
PROF_744,ORG:Dk Advokat,Worked at
PROF_744,ORG:Martinez Lage,Worked at
PROF_744,LOC:Serbia,Worked in
PROF_745,ORG:And Economics,Studied at
PROF_745,ORG:Johannes Gutenberg University,Studied at
PROF_745,ORG:Kuehne Logistics University,Studied at
PROF_745,ORG:London School Of Economics And Political Science,Studied at
PROF_745,EDU:B.A,Has degree
PROF_745,EDU:MSc,Has degree
PROF_745,EDU:Ph.D,Has degree
PROF_745,SUBJECT:Communication Science and Economics,Teaches
PROF_745,SUBJECT:Economics and Political Science,Teaches
PROF_745,SUBJECT:Management,Teaches
PROF_745,SUBJECT:Organizational Social Psychology,Teaches
PROF_745,ORG:Corporate Communications,Worked at
PROF_745,ORG:Deutsche Bank,Worked at
PROF_745,ORG:Hr Pepper,Worked at
PROF_745,ORG:Journal Zweites Deutsches Ferns,Worked at
PROF_745,LOC:Berlin,Worked in
PROF_745,LOC:Frankfurt,Worked in
PROF_745,LOC:Germany,Worked in
PROF_745,LOC:Kienbaum,Worked in
PROF_745,LOC:London,Worked in
PROF_745,LOC:Mainz,Worked in
PROF_745,LOC:Singapore,Worked in
PROF_746,ORG:Brown University,Studied at
PROF_746,ORG:Electrical Engineering,Studied at
PROF_746,ORG:Mba Management Science,Studied at
PROF_746,ORG:Mit Sloan School Of Management,Studied at
PROF_746,ORG:Nce And Cognitive Science,Studied at
PROF_746,ORG:Technology And Policy,Studied at
PROF_746,ORG:University Of Michigan,Studied at
PROF_746,EDU:MBA,Has degree
PROF_746,EDU:Ph.D,Has degree
PROF_746,SUBJECT:Management,Teaches
PROF_746,SUBJECT:Michigan,Teaches
PROF_746,ORG:Mckinsey & Company In,Worked at
PROF_746,ORG:Product Development,Worked at
PROF_746,LOC:Chicago,Worked in
PROF_746,LOC:New York,Worked in
PROF_747,ORG:National University Of Singapore,Studied at
PROF_747,ORG:Universidad Alcala De Henares,Studied at
PROF_747,ORG:Universidad Católica Andrés Bello,Studied at
PROF_747,EDU:LLM,Has degree
PROF_747,SUBJECT:Fiscal Advice for Professionals,Teaches
PROF_747,SUBJECT:International legal Practice,Teaches
PROF_747,SUBJECT:Singapore,Teaches
PROF_747,ORG:Baker & Mckenzie,Worked at
PROF_747,ORG:Fiens Legal,Worked at
PROF_747,ORG:M & A Department,Worked at
PROF_747,LOC:Spain,Worked in
PROF_747,LOC:Venezuela,Worked in
PROF_748,ORG:Economics And Business Administration,Studied at
PROF_748,ORG:Especialidades Hispano Italianas De Alimentación,Studied at
PROF_748,ORG:Fortis Bank,Studied at
PROF_748,ORG:Generale Bank,Studied at
PROF_748,ORG:Information And Control Department,Studied at
PROF_748,ORG:Public A,Studied at
PROF_748,ORG:Universidad Complutense de Madrid,Studied at
PROF_748,ORG:Universidad Rey Juan Carlos,Studied at
PROF_748,EDU:MBA,Has degree
PROF_748,EDU:PhD,Has degree
PROF_748,SUBJECT:Corporate Development,Teaches
PROF_748,SUBJECT:Economics and Business Administration,Teaches
PROF_748,SUBJECT:Senior Management at Universidad Rey Juan Carlos,Teaches
PROF_749,ORG:Hazel Clinic,Studied at
PROF_749,ORG:Psychology Uem,Studied at
PROF_749,ORG:Universidad Autónoma de Madrid,Studied at
PROF_749,EDU:Bachelor in Psychology UAM,Has degree
PROF_749,EDU:MSC,Has degree
PROF_749,SUBJECT:Clinical and Health Psychology UCM,Teaches
PROF_749,SUBJECT:Clinical and Health Psychology UEM,Teaches
PROF_749,SUBJECT:Mindfulness and Coaching,Teaches
PROF_749,SUBJECT:Psychology UAM,Teaches
PROF_749,ORG:Ieu Wellbeing Center,Worked at
PROF_749,ORG:Incompany Services,Worked at
PROF_749,ORG:Sinews Mti,Worked at
PROF_749,LOC:Spain,Worked in
PROF_750,ORG:A. Kellogg Graduate School Of Management,Studied at
PROF_750,ORG:Northwestern University,Studied at
PROF_750,EDU:B.A,Has degree
PROF_750,EDU:Bachelor in Graphic Design,Has degree
PROF_750,SUBJECT:Graphic Design,Teaches
PROF_750,SUBJECT:Management,Teaches
PROF_750,ORG:Ge Capital,Worked at
PROF_750,ORG:Yl De Ultramar,Worked at
PROF_750,LOC:Mexico,Worked in
PROF_750,LOC:México,Worked in
PROF_750,LOC:Spain,Worked in
PROF_751,ORG:Real Estate,Studied at
PROF_751,ORG:Universidad Autónoma De Madrid,Studied at
PROF_751,ORG:Universidad Politécnica De Madrid,Studied at
PROF_751,EDU:Bachelor in Law,Has degree
PROF_751,EDU:Master in Real Estate Business,Has degree
PROF_751,SUBJECT:Law,Teaches
PROF_751,SUBJECT:Real Estate Business,Teaches
PROF_751,ORG:Banco Santander,Worked at
PROF_751,ORG:Family Office,Worked at
PROF_752,ORG:Eae Business School,Studied at
PROF_752,ORG:Universidad Politécnica De Madrid,Studied at
